paperID,shortTitle,AttributeId,AttributeTitle,ArmTitle,Coder1Text,Coder2Text
34829911,Author3,4788960,Area social and economic condition,Whole Study,0,0
34829911,Author3,5295658,Low-income area,Whole Study,0,0
34829911,Author3,5295661,High-income area,Whole Study,0,0
34829911,Author3,4788961,Population and resource density,Whole Study,0,0
34829911,Author3,4788962,Rural area,Whole Study,0,0
34829911,Author3,5295662,Suburban area,Whole Study,0,0
34829911,Author3,4788963,Urban area,Whole Study,0,0
34829911,Author3,4788964,Site,Whole Study,0,0
34829911,Author3,4788965,Facility,Whole Study,0,0
34829911,Author3,4788967,Residential facility,Whole Study,0,0
34829911,Author3,4788968,Household residence,Whole Study,0,0
34829911,Author3,4788969,Multiple occupancy residence,Whole Study,0,0
34829911,Author3,4788970,Student residence,Whole Study,0,0
34829911,Author3,4788971,Residential care or assisted living,Whole Study,0,0
34829911,Author3,4788972,Homeless setting,Whole Study,0,0
34829911,Author3,4788973,Temporary residence,Whole Study,0,0
34829911,Author3,4788974,Healthcare facility,Whole Study,0,0
34829911,Author3,4788975,Hospital facility,Whole Study,0,0
34829911,Author3,4789033,Emergency department facility,Whole Study,0,0
34829911,Author3,4789030,Hospital outpatient clinic facility,Whole Study,0,1
34829911,Author3,4788989,Doctor-led primary care facility,Whole Study,0,0
34829911,Author3,4789024,Care home facility,Whole Study,0,0
34829911,Author3,4789025,Hospice facility,Whole Study,0,0
34829911,Author3,4789026,Pharmacy facility,Whole Study,0,0
34829911,Author3,4789028,Rehabilitation facility,Whole Study,0,0
34829911,Author3,4793661,Drug or alcohol rehabilitation facility,Whole Study,0,0
34829911,Author3,4793662,Psychiatric facility,Whole Study,1,1
34829911,Author3,5295663,Community healthcare facility,Whole Study,0,0
34829911,Author3,5372840,Community outpatient clinic facility,Whole Study,0,0
34829911,Author3,5295664,Dentist facility,Whole Study,0,0
34829911,Author3,4789034,Educational facility,Whole Study,0,0
34829911,Author3,4789035,Early years facility,Whole Study,0,0
34829911,Author3,4789036,School facility,Whole Study,0,0
34829911,Author3,4789037,Primary school,Whole Study,0,0
34829911,Author3,4909353,Middle school,Whole Study,0,0
34829911,Author3,4789038,Secondary school,Whole Study,0,0
34829911,Author3,4789039,Vocational facility,Whole Study,0,0
34829911,Author3,4789040,University facility,Whole Study,0,0
34829911,Author3,4789042,Community facility,Whole Study,0,0
34829911,Author3,4789043,Sport and exercise facility,Whole Study,0,0
34829911,Author3,4789044,Social centre/Community hall facility,Whole Study,0,0
34829911,Author3,4789045,Library facility,Whole Study,0,0
34829911,Author3,4789041,Religious facility,Whole Study,0,0
34829911,Author3,4789047,Hospitality and catering facility,Whole Study,0,0
34829911,Author3,4789048,Arts and entertainment facility,Whole Study,0,0
34829911,Author3,4789049,Retail facility,Whole Study,0,0
34829911,Author3,4789050,Research facility,Whole Study,0,0
34829911,Author3,4789051,Office facility,Whole Study,0,0
34829911,Author3,4789053,Criminal justice system facility,Whole Study,0,0
34829911,Author3,5295665,Factory facility,Whole Study,0,0
34829911,Author3,4789056,Military facility,Whole Study,0,0
34829911,Author3,4789058,Transportation,Whole Study,0,0
34829911,Author3,4789059,Public transportation,Whole Study,0,0
34829911,Author3,4789060,Private transportation,Whole Study,0,0
34829911,Author3,4789061,Mobile intervention venue,Whole Study,0,0
34829911,Author3,5295666,Ambulance,Whole Study,0,0
34829911,Author3,4789062,Outdoor environment,Whole Study,0,0
34829911,Author3,4789063,Park,Whole Study,0,0
34829911,Author3,4789064,Forest,Whole Study,0,0
34829911,Author3,4789065,Beach,Whole Study,0,0
34829911,Author3,4945614,Water,Whole Study,0,0
34829911,Author3,4789067,Grassland,Whole Study,0,0
34829911,Author3,4789069,Road,Whole Study,0,0
34829911,Author3,4789070,Path/pavement,Whole Study,0,0
34829911,Author3,4789071,Path/pavement for pedestrians,Whole Study,0,0
34829911,Author3,4789072,Path/pavement for cyclists,Whole Study,0,0
34829912,Author4,4788957,Geographical location,Whole Study,0,0
34829912,Author4,4788958,Country of intervention,Whole Study,0,0
34829912,Author4,4788959,Lower-level geographical region,Whole Study,1,0
34829912,Author4,5295657,Attribute of location,Whole Study,0,0
34829912,Author4,4788960,Area social and economic condition,Whole Study,0,0
34829912,Author4,5295658,Low-income area,Whole Study,0,0
34829912,Author4,5295661,High-income area,Whole Study,0,0
34829912,Author4,4788961,Population and resource density,Whole Study,0,0
34829912,Author4,4788962,Rural area,Whole Study,0,0
34829912,Author4,5295662,Suburban area,Whole Study,0,0
34829912,Author4,4788963,Urban area,Whole Study,1,1
34829912,Author4,4788964,Site,Whole Study,0,0
34829912,Author4,4788965,Facility,Whole Study,0,0
34829912,Author4,4788967,Residential facility,Whole Study,0,0
34829912,Author4,4788968,Household residence,Whole Study,0,0
34829912,Author4,4788969,Multiple occupancy residence,Whole Study,0,0
34829912,Author4,4788970,Student residence,Whole Study,0,0
34829912,Author4,4788971,Residential care or assisted living,Whole Study,0,0
34829912,Author4,4788972,Homeless setting,Whole Study,0,0
34829912,Author4,4788973,Temporary residence,Whole Study,0,0
34829912,Author4,4788974,Healthcare facility,Whole Study,0,0
34829912,Author4,4788975,Hospital facility,Whole Study,0,0
34829912,Author4,4789033,Emergency department facility,Whole Study,1,1
34829912,Author4,4789030,Hospital outpatient clinic facility,Whole Study,1,1
34829912,Author4,4788989,Doctor-led primary care facility,Whole Study,0,0
34829912,Author4,4789024,Care home facility,Whole Study,0,0
34829912,Author4,4789025,Hospice facility,Whole Study,0,0
34829912,Author4,4789026,Pharmacy facility,Whole Study,0,0
34829912,Author4,4789028,Rehabilitation facility,Whole Study,0,0
34829912,Author4,4793661,Drug or alcohol rehabilitation facility,Whole Study,0,0
34829912,Author4,4793662,Psychiatric facility,Whole Study,0,0
34829912,Author4,5295663,Community healthcare facility,Whole Study,0,0
34829912,Author4,5372840,Community outpatient clinic facility,Whole Study,0,0
34829912,Author4,5295664,Dentist facility,Whole Study,0,0
34829912,Author4,4789034,Educational facility,Whole Study,0,0
34829912,Author4,4789035,Early years facility,Whole Study,0,0
34829912,Author4,4789036,School facility,Whole Study,0,0
34829912,Author4,4789037,Primary school,Whole Study,0,0
34829912,Author4,4909353,Middle school,Whole Study,0,0
34829912,Author4,4789038,Secondary school,Whole Study,0,0
34829912,Author4,4789039,Vocational facility,Whole Study,0,0
34829912,Author4,4789040,University facility,Whole Study,0,0
34829912,Author4,4789042,Community facility,Whole Study,0,0
34829912,Author4,4789043,Sport and exercise facility,Whole Study,0,0
34829912,Author4,4789044,Social centre/Community hall facility,Whole Study,0,0
34829912,Author4,4789045,Library facility,Whole Study,0,0
34829912,Author4,4789041,Religious facility,Whole Study,0,0
34829912,Author4,4789047,Hospitality and catering facility,Whole Study,0,0
34829912,Author4,4789048,Arts and entertainment facility,Whole Study,0,0
34829912,Author4,4789049,Retail facility,Whole Study,0,0
34829912,Author4,4789050,Research facility,Whole Study,0,0
34829912,Author4,4789051,Office facility,Whole Study,0,0
34829912,Author4,4789053,Criminal justice system facility,Whole Study,0,0
34829912,Author4,5295665,Factory facility,Whole Study,0,0
34829912,Author4,4789056,Military facility,Whole Study,0,0
34829912,Author4,4789058,Transportation,Whole Study,0,0
34829912,Author4,4789059,Public transportation,Whole Study,0,0
34829912,Author4,4789060,Private transportation,Whole Study,0,0
34829912,Author4,4789061,Mobile intervention venue,Whole Study,0,0
34829912,Author4,5295666,Ambulance,Whole Study,0,0
34829912,Author4,4789062,Outdoor environment,Whole Study,0,0
34829912,Author4,4789063,Park,Whole Study,0,0
34829912,Author4,4789064,Forest,Whole Study,0,0
34829912,Author4,4789065,Beach,Whole Study,0,0
34829912,Author4,4945614,Water,Whole Study,0,0
34829912,Author4,4789067,Grassland,Whole Study,0,0
34829912,Author4,4789069,Road,Whole Study,0,0
34829912,Author4,4789070,Path/pavement,Whole Study,0,0
34829912,Author4,4789071,Path/pavement for pedestrians,Whole Study,0,0
34829912,Author4,4789072,Path/pavement for cyclists,Whole Study,0,0
34829913,Author5,4788957,Geographical location,Whole Study,0,0
34829913,Author5,4788958,Country of intervention,Whole Study,1,1
34829913,Author5,4788959,Lower-level geographical region,Whole Study,0,0
34829913,Author5,5295657,Attribute of location,Whole Study,0,0
34829913,Author5,4788960,Area social and economic condition,Whole Study,0,0
34829913,Author5,5295658,Low-income area,Whole Study,0,0
34829913,Author5,5295661,High-income area,Whole Study,0,0
34829913,Author5,4788961,Population and resource density,Whole Study,0,0
34829913,Author5,4788962,Rural area,Whole Study,0,0
34829913,Author5,5295662,Suburban area,Whole Study,0,0
34829913,Author5,4788963,Urban area,Whole Study,0,0
34829913,Author5,4788964,Site,Whole Study,0,0
34829913,Author5,4788965,Facility,Whole Study,0,0
34829913,Author5,4788967,Residential facility,Whole Study,0,0
34829913,Author5,4788968,Household residence,Whole Study,0,0
34829913,Author5,4788969,Multiple occupancy residence,Whole Study,0,0
34829913,Author5,4788970,Student residence,Whole Study,0,0
34829913,Author5,4788971,Residential care or assisted living,Whole Study,0,0
34829913,Author5,4788972,Homeless setting,Whole Study,0,0
34829913,Author5,4788973,Temporary residence,Whole Study,0,0
34829913,Author5,4788974,Healthcare facility,Whole Study,0,0
34829913,Author5,4788975,Hospital facility,Whole Study,0,0
34829913,Author5,4789033,Emergency department facility,Whole Study,0,0
34829913,Author5,4789030,Hospital outpatient clinic facility,Whole Study,0,0
34829913,Author5,4788989,Doctor-led primary care facility,Whole Study,0,0
34829913,Author5,4789024,Care home facility,Whole Study,0,0
34829913,Author5,4789025,Hospice facility,Whole Study,0,0
34829913,Author5,4789026,Pharmacy facility,Whole Study,0,0
34829913,Author5,4789028,Rehabilitation facility,Whole Study,0,0
34829913,Author5,4793661,Drug or alcohol rehabilitation facility,Whole Study,0,0
34829913,Author5,4793662,Psychiatric facility,Whole Study,0,0
34829913,Author5,5295663,Community healthcare facility,Whole Study,0,0
34829913,Author5,5372840,Community outpatient clinic facility,Whole Study,0,0
34829913,Author5,5295664,Dentist facility,Whole Study,0,0
34829913,Author5,4789034,Educational facility,Whole Study,0,0
34829913,Author5,4789035,Early years facility,Whole Study,0,0
34829913,Author5,4789036,School facility,Whole Study,0,0
34829913,Author5,4789037,Primary school,Whole Study,0,0
34829913,Author5,4909353,Middle school,Whole Study,0,0
34829913,Author5,4789038,Secondary school,Whole Study,1,1
34829913,Author5,4789039,Vocational facility,Whole Study,0,0
34829913,Author5,4789040,University facility,Whole Study,0,0
34829913,Author5,4789042,Community facility,Whole Study,0,0
34829913,Author5,4789043,Sport and exercise facility,Whole Study,0,0
34829913,Author5,4789044,Social centre/Community hall facility,Whole Study,0,0
34829913,Author5,4789045,Library facility,Whole Study,0,0
34829913,Author5,4789041,Religious facility,Whole Study,0,0
34829913,Author5,4789047,Hospitality and catering facility,Whole Study,0,0
34829913,Author5,4789048,Arts and entertainment facility,Whole Study,0,0
34829913,Author5,4789049,Retail facility,Whole Study,0,0
34829913,Author5,4789050,Research facility,Whole Study,0,0
34829913,Author5,4789051,Office facility,Whole Study,0,0
34829913,Author5,4789053,Criminal justice system facility,Whole Study,0,0
34829913,Author5,5295665,Factory facility,Whole Study,0,0
34829913,Author5,4789056,Military facility,Whole Study,0,0
34829913,Author5,4789058,Transportation,Whole Study,0,0
34829913,Author5,4789059,Public transportation,Whole Study,0,0
34829913,Author5,4789060,Private transportation,Whole Study,0,0
34829913,Author5,4789061,Mobile intervention venue,Whole Study,0,0
34829913,Author5,5295666,Ambulance,Whole Study,0,0
34829913,Author5,4789062,Outdoor environment,Whole Study,0,0
34829913,Author5,4789063,Park,Whole Study,0,0
34829913,Author5,4789064,Forest,Whole Study,0,0
34829913,Author5,4789065,Beach,Whole Study,0,0
34829913,Author5,4945614,Water,Whole Study,0,0
34829913,Author5,4789067,Grassland,Whole Study,0,0
34829913,Author5,4789069,Road,Whole Study,0,0
34829913,Author5,4789070,Path/pavement,Whole Study,0,0
34829913,Author5,4789071,Path/pavement for pedestrians,Whole Study,0,0
34829913,Author5,4789072,Path/pavement for cyclists,Whole Study,0,0
32637266,Author6,4788957,Geographical location,Whole Study,0,0
32637266,Author6,4788958,Country of intervention,Whole Study,0,0
32637266,Author6,4788959,Lower-level geographical region,Whole Study,1,1
32637266,Author6,5295657,Attribute of location,Whole Study,0,0
32637266,Author6,4788960,Area social and economic condition,Whole Study,0,0
32637266,Author6,5295658,Low-income area,Whole Study,0,0
32637266,Author6,5295661,High-income area,Whole Study,0,0
32637266,Author6,4788961,Population and resource density,Whole Study,0,0
32637266,Author6,4788962,Rural area,Whole Study,0,0
32637266,Author6,5295662,Suburban area,Whole Study,0,0
32637266,Author6,4788963,Urban area,Whole Study,0,0
32637266,Author6,4788964,Site,Whole Study,0,0
32637266,Author6,4788965,Facility,Whole Study,0,0
32637266,Author6,4788967,Residential facility,Whole Study,0,0
32637266,Author6,4788968,Household residence,Whole Study,0,0
32637266,Author6,4788969,Multiple occupancy residence,Whole Study,0,0
32637266,Author6,4788970,Student residence,Whole Study,0,0
32637266,Author6,4788971,Residential care or assisted living,Whole Study,0,0
32637266,Author6,4788972,Homeless setting,Whole Study,0,0
32637266,Author6,4788973,Temporary residence,Whole Study,0,0
32637266,Author6,4788974,Healthcare facility,Whole Study,0,1
32637266,Author6,4788975,Hospital facility,Whole Study,0,0
32637266,Author6,4789033,Emergency department facility,Whole Study,0,0
32637266,Author6,4789030,Hospital outpatient clinic facility,Whole Study,0,0
32637266,Author6,4788989,Doctor-led primary care facility,Whole Study,0,0
32637266,Author6,4789024,Care home facility,Whole Study,0,0
32637266,Author6,4789025,Hospice facility,Whole Study,0,0
32637266,Author6,4789026,Pharmacy facility,Whole Study,0,0
32637266,Author6,4789028,Rehabilitation facility,Whole Study,0,0
32637266,Author6,4793661,Drug or alcohol rehabilitation facility,Whole Study,0,0
32637266,Author6,4793662,Psychiatric facility,Whole Study,0,0
32637266,Author6,5295663,Community healthcare facility,Whole Study,0,0
32637266,Author6,5372840,Community outpatient clinic facility,Whole Study,0,0
32637266,Author6,5295664,Dentist facility,Whole Study,0,0
32637266,Author6,4789034,Educational facility,Whole Study,0,0
32637266,Author6,4789035,Early years facility,Whole Study,0,0
32637266,Author6,4789036,School facility,Whole Study,0,0
32637266,Author6,4789037,Primary school,Whole Study,0,0
32637266,Author6,4909353,Middle school,Whole Study,0,0
32637266,Author6,4789038,Secondary school,Whole Study,0,0
32637266,Author6,4789039,Vocational facility,Whole Study,0,0
32637266,Author6,4789040,University facility,Whole Study,0,0
32637266,Author6,4789042,Community facility,Whole Study,0,0
32637266,Author6,4789043,Sport and exercise facility,Whole Study,0,0
32637266,Author6,4789044,Social centre/Community hall facility,Whole Study,0,0
32637266,Author6,4789045,Library facility,Whole Study,0,0
32637266,Author6,4789041,Religious facility,Whole Study,0,0
32637266,Author6,4789047,Hospitality and catering facility,Whole Study,0,0
32637266,Author6,4789048,Arts and entertainment facility,Whole Study,0,0
32637266,Author6,4789049,Retail facility,Whole Study,0,0
32637266,Author6,4789050,Research facility,Whole Study,0,0
32637266,Author6,4789051,Office facility,Whole Study,0,0
32637266,Author6,4789053,Criminal justice system facility,Whole Study,0,0
32637266,Author6,5295665,Factory facility,Whole Study,0,0
32637266,Author6,4789056,Military facility,Whole Study,0,0
32637266,Author6,4789058,Transportation,Whole Study,0,0
32637266,Author6,4789059,Public transportation,Whole Study,0,0
32637266,Author6,4789060,Private transportation,Whole Study,0,0
32637266,Author6,4789061,Mobile intervention venue,Whole Study,0,0
32637266,Author6,5295666,Ambulance,Whole Study,0,0
32637266,Author6,4789062,Outdoor environment,Whole Study,0,0
32637266,Author6,4789063,Park,Whole Study,0,0
32637266,Author6,4789064,Forest,Whole Study,0,0
32637266,Author6,4789065,Beach,Whole Study,0,0
32637266,Author6,4945614,Water,Whole Study,0,0
32637266,Author6,4789067,Grassland,Whole Study,0,0
32637266,Author6,4789069,Road,Whole Study,0,0
32637266,Author6,4789070,Path/pavement,Whole Study,0,0
32637266,Author6,4789071,Path/pavement for pedestrians,Whole Study,0,0
32637266,Author6,4789072,Path/pavement for cyclists,Whole Study,0,0
32637267,Author7,4788957,Geographical location,Whole Study,0,0
32637267,Author7,4788958,Country of intervention,Whole Study,1,1
32637267,Author7,4788959,Lower-level geographical region,Whole Study,0,0
32637267,Author7,5295657,Attribute of location,Whole Study,0,0
32637267,Author7,4788960,Area social and economic condition,Whole Study,0,0
32637267,Author7,5295658,Low-income area,Whole Study,0,0
32637267,Author7,5295661,High-income area,Whole Study,0,0
32637267,Author7,4788961,Population and resource density,Whole Study,0,0
32637267,Author7,4788962,Rural area,Whole Study,0,0
32637267,Author7,5295662,Suburban area,Whole Study,0,0
32637267,Author7,4788963,Urban area,Whole Study,0,0
32637267,Author7,4788964,Site,Whole Study,0,0
32637267,Author7,4788965,Facility,Whole Study,0,0
32637267,Author7,4788967,Residential facility,Whole Study,0,0
32637267,Author7,4788968,Household residence,Whole Study,0,0
32637267,Author7,4788969,Multiple occupancy residence,Whole Study,0,0
32637267,Author7,4788970,Student residence,Whole Study,0,0
32637267,Author7,4788971,Residential care or assisted living,Whole Study,0,0
32637267,Author7,4788972,Homeless setting,Whole Study,0,0
32637267,Author7,4788973,Temporary residence,Whole Study,0,0
32637267,Author7,4788974,Healthcare facility,Whole Study,0,0
32637267,Author7,4788975,Hospital facility,Whole Study,0,0
32637267,Author7,4789033,Emergency department facility,Whole Study,0,0
32637267,Author7,4789030,Hospital outpatient clinic facility,Whole Study,0,0
32637267,Author7,4788989,Doctor-led primary care facility,Whole Study,0,0
32637267,Author7,4789024,Care home facility,Whole Study,0,0
32637267,Author7,4789025,Hospice facility,Whole Study,0,0
32637267,Author7,4789026,Pharmacy facility,Whole Study,0,0
32637267,Author7,4789028,Rehabilitation facility,Whole Study,0,0
32637267,Author7,4793661,Drug or alcohol rehabilitation facility,Whole Study,0,0
32637267,Author7,4793662,Psychiatric facility,Whole Study,0,0
32637267,Author7,5295663,Community healthcare facility,Whole Study,0,0
32637267,Author7,5372840,Community outpatient clinic facility,Whole Study,0,0
32637267,Author7,5295664,Dentist facility,Whole Study,0,0
32637267,Author7,4789034,Educational facility,Whole Study,0,0
32637267,Author7,4789035,Early years facility,Whole Study,0,0
32637267,Author7,4789036,School facility,Whole Study,0,0
32637267,Author7,4789037,Primary school,Whole Study,0,0
32637267,Author7,4909353,Middle school,Whole Study,0,0
32637267,Author7,4789038,Secondary school,Whole Study,0,0
32637267,Author7,4789039,Vocational facility,Whole Study,0,0
32637267,Author7,4789040,University facility,Whole Study,0,0
32637267,Author7,4789042,Community facility,Whole Study,0,0
32637267,Author7,4789043,Sport and exercise facility,Whole Study,0,0
32637267,Author7,4789044,Social centre/Community hall facility,Whole Study,0,0
32637267,Author7,4789045,Library facility,Whole Study,0,0
32637267,Author7,4789041,Religious facility,Whole Study,0,0
32637267,Author7,4789047,Hospitality and catering facility,Whole Study,0,0
32637267,Author7,4789048,Arts and entertainment facility,Whole Study,0,0
32637267,Author7,4789049,Retail facility,Whole Study,0,0
32637267,Author7,4789050,Research facility,Whole Study,0,0
32637267,Author7,4789051,Office facility,Whole Study,0,0
32637267,Author7,4789053,Criminal justice system facility,Whole Study,0,0
32637267,Author7,5295665,Factory facility,Whole Study,0,0
32637267,Author7,4789056,Military facility,Whole Study,0,0
32637267,Author7,4789058,Transportation,Whole Study,0,0
